Acronym,Brain Region,Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,1000_annotation_measurements,1001_annotation_measurements,4524_annotation_measurements,4525_annotation_measurements,4526_annotation_measurements,4527_annotation_measurements,4528_annotation_measurements,4530_annotation_measurements,4531_annotation_measurements,4532_annotation_measurements,4533_annotation_measurements,4634_annotation_measurements,4635_annotation_measurements,4636_annotation_measurements,4637_annotation_measurements,4657_annotation_measurements,4658_annotation_measurements,4659_annotation_measurements,4660_annotation_measurements,4689_annotation_measurements,4690_annotation_measurements,4691_annotation_measurements,4692_annotation_measurements,4702_annotation_measurements,4703_annotation_measurements,4704_annotation_measurements,4705_annotation_measurements,4707_annotation_measurements,4708_annotation_measurements,4709_annotation_measurements,4710_annotation_measurements,5366_annotation_measurements,5368_annotation_measurements,5369_annotation_measurements,5370_annotation_measurements,5373_annotation_measurements,5374_annotation_measurements,5375_annotation_measurements,5875_annotation_measurements,5876_annotation_measurements
DR,Dorsal nucleus raphe,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Dorsal nucleus raphe,,,,54.52,28.46,218.37,366.39,39.22,302.85,228.23,267.98,475.19,502.11,120.69,519.58,69.65,121.95,468.34,422.55,245.64,238.9,186.17,257.37,82.03,119.01,167.43,405.87,122.31,218.19,182.65,362.9,91.41,150.06,122.68,418.41,136.33,174.38,139.15,149.18,9.33,15.38,52.58,135.73
NLL,Nucleus of the lateral lemniscus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Nucleus of the lateral lemniscus,,,,9.54,14.39,90.34,181.4,22.17,92.04,126.31,67.94,,145.34,59.28,29.87,15.47,49.69,242.23,69.36,59.5,74.35,79.85,201.12,18.02,39.5,105.68,116.38,47.89,87.07,23.04,139.5,40.11,87.08,112.75,82.05,88.84,39.68,59.47,3.26,21.46,4.61,14.07,42.53
PSV,Principal sensory nucleus of the trigeminal,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Principal sensory nucleus of the trigeminal,,,,4.3,21.01,10.64,102.0,9.87,14.77,50.38,11.42,129.22,67.42,28.38,136.74,11.62,21.38,143.42,57.59,42.66,90.65,64.85,55.85,32.6,33.84,97.64,73.99,40.8,107.51,12.65,95.78,29.81,47.09,21.44,61.79,35.32,26.88,26.45,4.79,1.93,0.88,15.03,7.56
KF,Koelliker-Fuse subnucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Parabrachial nucleus,Koelliker-Fuse subnucleus,,,31.29,26.9,25.25,243.43,6.77,35.37,71.78,69.24,285.09,202.75,142.17,336.08,64.3,59.22,389.43,162.91,109.62,193.38,125.11,72.92,24.79,145.65,284.66,138.55,107.81,69.1,23.34,222.86,69.65,86.19,36.02,68.08,103.58,67.31,149.6,36.02,7.62,5.02,27.81,21.02
POR,"Superior olivary complex, periolivary region",root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Superior olivary complex,"Superior olivary complex, periolivary region",,,2.44,75.31,124.29,306.82,119.29,156.58,232.26,32.37,62.1,153.25,269.11,276.84,52.08,100.1,489.26,325.81,157.41,186.35,194.74,339.07,221.31,170.61,214.94,369.9,14.84,34.14,18.71,55.65,78.34,131.27,178.16,69.05,149.43,16.76,188.82,17.99,1.73,33.06,18.2,5.0
SOCm,"Superior olivary complex, medial part",root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Superior olivary complex,"Superior olivary complex, medial part",,,14.74,2.68,53.24,107.39,0.0,35.08,22.32,38.55,40.41,22.42,28.86,96.34,3.91,14.77,60.23,161.38,8.88,34.94,74.97,201.44,15.93,3.67,19.22,39.58,20.29,19.86,1.53,55.86,19.71,108.16,48.96,19.61,2.77,3.93,2.13,0.0,0.0,0.0,60.27,20.76
SOCl,"Superior olivary complex, lateral part",root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Superior olivary complex,"Superior olivary complex, lateral part",,,2.11,13.46,8.04,88.8,17.93,30.13,32.17,31.25,16.12,45.18,14.49,137.22,7.79,20.48,74.15,75.84,37.98,29.37,93.82,93.74,17.64,34.68,53.53,48.18,5.91,47.67,13.78,47.89,26.85,94.68,66.09,28.22,9.42,6.39,32.57,1.51,1.19,0.88,17.08,7.47
B,Barrington's nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Barrington's nucleus,,,,209.38,11.93,150.85,316.83,130.62,502.57,0.0,84.7,304.61,361.08,74.98,215.73,80.39,136.51,445.8,146.12,125.08,463.92,100.35,135.67,12.55,58.57,103.39,210.76,44.59,256.29,396.72,155.07,57.23,151.37,133.56,115.67,84.63,105.09,243.06,0.0,0.0,580.48,22.14,21.83
DTN,Dorsal tegmental nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Dorsal tegmental nucleus,,,,26.93,33.16,69.36,196.83,4.0,205.1,50.02,128.2,478.3,224.29,50.1,109.56,42.99,63.04,295.72,194.4,40.07,197.8,48.53,225.77,14.86,32.32,104.36,65.37,90.87,436.24,18.59,182.53,35.0,120.76,49.73,335.7,153.13,115.32,159.81,39.47,11.44,6.98,6.39,60.07
PDTg,Posterodorsal tegmental nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Posterodorsal tegmental nucleus,,,,54.9,38.92,83.12,31.03,0.0,224.27,218.36,77.63,374.47,422.68,233.23,270.78,83.94,60.68,274.32,51.89,95.31,435.31,45.11,97.85,51.31,15.68,86.38,116.29,17.37,189.24,284.23,59.47,19.73,58.44,10.52,183.39,30.16,79.72,23.3,14.04,0.0,0.0,0.0,48.44
PCG,Pontine central gray,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Pontine central gray,,,,46.53,34.71,132.92,235.57,43.91,226.41,144.83,176.95,421.38,373.94,86.08,365.4,104.06,96.93,474.3,244.03,246.03,374.7,214.44,248.08,54.02,146.31,194.74,252.25,75.84,113.52,114.48,136.12,55.19,149.94,67.57,197.8,114.31,106.38,207.79,75.7,18.2,35.04,32.87,46.18
PG,Pontine gray,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Pontine gray,,,,159.68,303.44,526.96,953.25,330.38,764.92,675.27,340.48,,791.97,639.73,521.76,378.51,513.21,2435.02,738.86,682.62,1178.86,1014.83,685.54,371.69,634.78,909.93,1336.18,376.4,609.55,448.38,483.71,185.42,717.81,567.37,1079.53,1217.74,494.79,765.25,182.73,5.75,16.74,266.43,375.21
PRNc,"Pontine reticular nucleus, caudal part",root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related","Pontine reticular nucleus, caudal part",,,,12.58,10.0,47.88,122.37,1.76,42.25,48.66,39.11,144.63,78.74,24.91,145.35,14.1,39.86,111.66,80.08,40.51,49.07,60.81,131.7,20.18,40.71,78.39,60.16,16.75,46.28,17.77,89.72,14.16,63.37,23.21,86.87,16.87,21.59,25.91,7.62,1.34,4.85,20.59,19.09
SG,Supragenual nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Supragenual nucleus,,,,8.22,65.98,102.63,60.59,63.68,45.05,0.0,16.93,,316.26,207.99,428.98,66.91,29.08,111.13,122.62,198.93,116.25,67.16,203.94,0.0,15.53,166.41,36.12,0.0,0.0,0.0,32.01,15.11,51.99,15.5,226.91,0.0,13.42,167.85,53.21,0.0,16.05,0.0,0.0
SUT,Supratrigeminal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Supratrigeminal nucleus,,,,4.69,21.2,82.02,208.32,26.82,50.84,105.56,91.34,118.43,259.08,75.41,334.88,41.64,54.83,145.98,212.68,72.49,127.03,111.27,91.39,28.65,91.63,150.91,126.04,30.56,42.73,17.83,135.03,59.71,91.97,94.29,121.06,71.61,116.02,162.06,45.93,1.5,6.29,8.13,11.82
TRN,Tegmental reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Tegmental reticular nucleus,,,,61.2,218.45,279.04,624.83,63.95,352.71,394.8,109.28,,644.49,273.09,666.02,125.16,402.92,1200.82,452.26,441.13,570.26,775.35,350.91,222.92,453.0,527.9,665.53,63.96,155.82,130.71,203.69,101.48,324.41,475.51,562.23,501.36,122.13,500.08,50.91,3.48,6.84,132.65,230.07
V,Motor nucleus of trigeminal,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Motor nucleus of trigeminal,,,,4.14,3.96,28.56,112.95,4.56,20.8,29.98,43.24,164.21,39.29,65.0,181.57,19.11,20.53,44.35,52.09,36.73,92.37,87.15,111.9,10.03,53.39,101.1,64.47,31.24,64.4,11.72,159.01,15.75,48.91,42.27,71.72,19.28,9.18,73.44,4.26,3.32,3.32,10.18,12.38
P5,Peritrigeminal zone,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Peritrigeminal zone,,,,1.4,3.57,16.91,53.51,3.05,25.76,20.57,41.91,264.86,83.95,20.62,102.01,9.14,14.98,39.16,35.57,32.03,44.02,75.12,136.88,14.49,69.36,49.21,21.51,13.8,50.34,17.55,114.74,39.34,78.6,30.81,69.38,6.93,7.63,14.06,1.44,2.43,0.88,10.67,5.48
Acs5,Accessory trigeminal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Accessory trigeminal nucleus,,,,9.52,0.0,0.0,68.24,0.0,54.87,0.0,18.38,321.93,59.09,40.25,101.54,0.0,0.0,0.0,26.38,76.77,0.0,134.36,84.09,0.0,99.81,42.8,0.0,28.52,222.66,46.38,251.14,0.0,85.88,36.16,89.2,36.95,0.0,0.0,0.0,0.0,20.43,0.0,0.0
PC5,Parvicellular motor 5 nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Parvicellular motor 5 nucleus,,,,15.49,37.16,69.11,343.84,53.16,158.97,129.77,52.83,127.56,226.02,159.54,516.56,81.79,138.05,329.16,111.87,109.12,88.71,267.45,127.56,158.85,289.08,223.02,308.03,40.26,126.69,41.28,73.71,40.21,174.33,157.51,100.98,48.66,94.42,218.74,37.18,2.95,0.0,13.47,5.47
I5,Intertrigeminal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Intertrigeminal nucleus,,,,12.97,4.45,5.78,56.76,0.0,20.26,41.23,47.72,106.2,90.54,35.45,138.46,17.3,9.44,536.27,50.78,31.38,0.0,87.36,94.29,25.73,117.05,193.3,32.37,47.6,72.5,14.11,207.11,10.25,51.25,37.12,35.59,28.26,0.0,40.53,0.0,0.0,3.28,18.71,4.93
CS,Superior central nucleus raphe,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Superior central nucleus raphe,,,,55.13,43.71,224.88,305.6,30.38,153.98,198.35,211.38,280.79,336.92,143.4,301.17,96.0,198.55,374.96,269.36,225.18,344.72,372.86,254.7,59.44,81.7,139.15,316.52,65.4,263.82,124.1,302.43,69.0,111.85,134.16,324.93,165.26,162.54,182.65,64.79,88.83,12.28,85.22,94.88
LC,Locus ceruleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Locus ceruleus,,,,29.37,33.59,211.53,118.8,513.37,181.19,240.53,282.04,242.22,352.47,38.62,127.77,73.87,85.84,294.73,0.0,164.27,61.9,,331.62,10.28,117.63,254.3,122.02,150.26,351.27,174.44,295.87,89.83,149.72,98.34,16.32,142.32,15.74,330.83,55.22,101.43,181.64,58.64,117.83
LDT,Laterodorsal tegmental nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Laterodorsal tegmental nucleus,,,,108.46,83.25,284.66,367.91,168.88,458.31,283.32,280.39,300.57,599.2,162.91,614.95,125.83,206.06,705.25,434.67,307.11,565.92,329.51,323.57,135.05,226.54,468.85,616.76,243.52,424.3,152.59,435.37,167.4,266.33,123.05,346.17,283.94,168.85,296.35,152.43,77.41,49.88,135.53,162.72
NI,Nucleus incertus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Nucleus incertus,,,,41.3,18.65,114.37,282.07,39.88,438.22,190.96,233.29,410.21,556.71,196.48,447.57,211.67,210.06,461.7,122.63,203.52,373.67,194.53,192.54,75.67,129.37,308.98,453.83,14.1,96.97,108.12,98.67,28.15,208.24,81.3,396.58,176.84,158.93,174.63,97.93,13.42,201.79,6.79,39.5
PRNr,Pontine reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Pontine reticular nucleus,,,,14.97,15.02,100.7,117.26,10.52,51.05,56.58,60.54,185.07,100.14,32.66,176.68,16.79,56.19,193.28,99.12,66.39,66.92,96.16,154.22,15.05,25.91,45.0,89.77,51.68,60.87,23.65,120.59,28.18,45.46,63.2,111.17,38.18,32.05,64.07,13.61,24.36,3.89,20.27,33.8
RPO,Nucleus raphe pontis,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Nucleus raphe pontis,,,,59.45,30.16,202.51,320.49,44.7,193.47,207.46,305.99,232.29,394.22,251.16,435.82,144.26,193.5,436.55,211.28,131.16,274.31,160.2,235.18,71.72,218.33,212.12,388.88,104.5,295.23,142.6,229.23,82.74,140.81,177.62,155.63,165.27,132.98,215.41,75.15,4.27,95.69,80.65,60.1
SLC,Subceruleus nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Subceruleus nucleus,,,,105.1,31.81,56.18,151.56,0.0,78.44,199.04,114.5,280.17,145.85,39.19,108.52,15.78,127.35,96.25,53.41,49.43,503.8,28.94,117.48,0.0,62.15,100.25,32.39,50.12,27.39,30.56,172.19,21.75,64.78,32.42,16.8,18.34,26.5,11.15,0.0,6.48,75.9,36.07,66.66
SLD,Sublaterodorsal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Sublaterodorsal nucleus,,,,19.9,46.65,90.24,203.94,7.89,306.28,113.25,68.25,389.24,361.51,67.19,314.18,21.81,76.67,239.75,31.82,168.57,363.1,141.02,151.72,39.65,111.99,150.52,123.22,35.6,198.42,149.57,162.08,15.15,129.89,66.45,185.96,62.48,5.42,155.15,147.09,20.9,117.77,29.1,66.77
AP,Area postrema,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Area postrema,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
DCO,Dorsal cochlear nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Cochlear nuclei,Dorsal cochlear nucleus,,,46.51,13.82,303.7,531.65,56.45,85.55,257.31,356.0,232.09,128.06,232.71,404.79,338.27,496.79,969.22,157.35,451.66,329.66,468.77,475.75,189.14,119.51,215.5,361.71,296.58,747.32,356.55,485.51,404.84,336.62,336.07,358.95,456.64,158.13,385.74,70.4,15.16,50.49,32.95,28.56
VCO,Ventral cochlear nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Cochlear nuclei,Ventral cochlear nucleus,,,11.04,7.04,28.6,87.91,6.32,47.08,52.64,121.79,83.48,130.65,27.74,181.98,68.28,80.32,302.47,59.86,204.11,164.25,117.06,131.86,65.02,55.78,135.38,177.31,60.66,202.89,111.73,245.0,123.98,169.58,111.86,100.84,109.5,22.71,92.65,5.3,4.51,22.17,17.92,14.35
CU,Cuneate nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Dorsal column nuclei,Cuneate nucleus,,,,,,,,,,,,,,,,,,,,,,83.14,,,,,,,,,,,,,,,,,,,,
ECU,External cuneate nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",External cuneate nucleus,,,,,,,,,,,,,,,,,,156.43,,,,,47.94,,,,,,,,,,16.87,,,,,,,,,,
NTB,Nucleus of the trapezoid body,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Nucleus of the trapezoid body,,,,30.78,15.27,3.33,125.36,37.85,47.46,61.97,96.41,47.91,18.08,19.26,92.31,8.03,7.07,124.13,109.96,11.08,37.9,35.42,58.65,16.59,32.41,73.77,67.08,68.02,88.59,14.51,62.81,38.27,107.12,40.19,43.12,34.73,6.81,14.19,0.0,1.31,0.0,32.54,25.11
NTS,Nucleus of the solitary tract,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Nucleus of the solitary tract,,,,0.0,51.63,189.23,354.79,,,111.09,271.91,,0.0,,239.62,62.56,85.27,430.55,158.53,,0.0,0.0,133.6,18.91,277.63,328.43,298.69,127.42,,168.44,436.96,,125.88,127.54,96.54,122.18,67.12,243.41,0.0,5.12,17.67,,
SPVC,"Spinal nucleus of the trigeminal, caudal part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related","Spinal nucleus of the trigeminal, caudal part",,,,,,,,,,,,,,,,,,,,,,,65.29,,,,,,,,,,,,,,,,,,,,
SPVI,"Spinal nucleus of the trigeminal, interpolar part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related","Spinal nucleus of the trigeminal, interpolar part",,,,,,49.65,,,,28.05,,,,,158.85,,,223.36,,,,,64.22,,,170.61,17.32,,,,,,87.19,54.2,,,,,,,,,
SPVO,"Spinal nucleus of the trigeminal, oral part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related","Spinal nucleus of the trigeminal, oral part",,,,9.71,8.61,43.6,94.34,3.92,8.71,24.75,65.25,48.11,50.77,65.45,93.98,22.43,40.9,61.41,33.38,60.35,17.71,80.16,53.02,12.55,37.0,58.01,26.13,18.34,41.17,20.15,144.1,9.71,92.98,35.64,53.03,20.87,24.11,15.95,3.78,0.0,1.36,35.32,12.16
Pa5,Paratrigeminal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Paratrigeminal nucleus,,,,,,,,,,,,,,,,,,0.0,,,,,104.82,,,,,,,,,,0.0,,,,,,,,,,
VI,Abducens nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Abducens nucleus,,,,9.51,0.0,8.09,55.4,0.0,22.46,35.0,0.0,442.93,290.02,0.0,143.58,0.0,0.0,31.4,122.77,51.62,254.26,,15.17,0.0,4.57,46.46,48.68,10.61,16.97,23.28,72.91,4.11,64.77,28.55,34.91,5.53,0.0,67.79,12.78,11.65,0.0,47.81,53.71
VII,Facial motor nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Facial motor nucleus,,,,3.93,2.2,7.81,39.32,6.98,0.42,10.05,32.01,63.82,38.24,3.02,31.87,7.44,4.92,24.36,45.31,25.11,20.28,30.63,18.8,1.36,16.47,14.17,51.26,9.44,15.12,27.1,102.76,10.99,35.0,21.3,17.39,8.63,5.06,13.87,0.0,1.56,0.83,103.23,1.87
ACVII,Accessory facial motor nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Accessory facial motor nucleus,,,,0.0,35.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.18,0.0,59.19,0.0,0.0,0.0,0.0,26.37,0.0,191.83,41.65,80.96,29.8,80.54,0.0,0.0,0.0,0.0,0.0,0.0,32.1,0.0,105.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMBd,"Nucleus ambiguus, dorsal division",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Nucleus ambiguus,"Nucleus ambiguus, dorsal division",,,,,13.99,134.98,,,13.8,,,,,0.0,0.0,,198.31,24.27,,,,0.0,0.0,84.07,0.0,188.06,,,,,,0.0,27.0,,,,,,0.0,,,
AMBv,"Nucleus ambiguus, ventral division",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Nucleus ambiguus,"Nucleus ambiguus, ventral division",,,,,0.0,,,,0.0,,,,,,,,54.52,,,,,44.58,,,0.0,0.0,,,,,,0.0,,,,,,,,,,
DMX,Dorsal motor nucleus of the vagus nerve,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Dorsal motor nucleus of the vagus nerve,,,,,,950.1,,,,51.39,,,,,265.38,,,431.62,,,,,35.86,,,,,,,,,,33.33,,,,,,,,,,
GRN,Gigantocellular reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Gigantocellular reticular nucleus,,,,12.59,8.88,66.48,109.2,4.08,22.92,42.23,47.01,80.92,97.2,20.13,59.55,13.61,40.12,130.01,44.54,50.42,21.23,59.28,77.79,11.45,32.68,73.31,46.27,22.7,48.56,27.34,62.95,10.98,73.99,18.99,37.97,10.91,12.68,20.97,1.61,2.37,2.05,32.1,19.55
ICB,Infracerebellar nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Infracerebellar nucleus,,,,0.0,0.0,5.3,,,,12.39,0.0,,,,20.73,0.0,29.42,8.81,0.0,,0.0,,0.0,6.77,7.76,4.33,23.14,0.0,,0.0,20.56,,0.0,0.0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IO,Inferior olivary complex,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Inferior olivary complex,,,,,,71.14,92.21,,,35.39,,,,,86.8,0.0,,113.29,158.07,,,,27.1,0.0,12.18,51.52,59.72,,,,,,119.61,40.59,,,,,,0.0,,,
IRN,Intermediate reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Intermediate reticular nucleus,,,,7.05,22.2,62.78,172.43,0.0,5.68,36.88,44.14,99.84,62.96,39.37,103.57,20.69,42.98,131.9,51.74,61.76,23.55,110.22,72.65,7.68,57.9,96.07,31.73,13.28,46.72,16.02,51.26,10.13,115.73,19.43,69.92,5.43,16.92,20.55,0.9,1.53,1.32,16.41,9.29
ISN,Inferior salivatory nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Inferior salivatory nucleus,,,,0.0,51.1,48.84,319.09,,,156.18,371.78,,0.0,,362.48,172.02,331.51,342.27,93.49,,0.0,0.0,163.64,63.93,26.81,393.05,65.1,68.8,,0.0,403.36,,65.48,234.24,420.94,75.36,0.0,43.35,0.0,0.0,0.0,,
LIN,Linear nucleus of the medulla,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Linear nucleus of the medulla,,,,,,63.9,,,,18.24,,,,,1132.25,,,286.42,,,,,53.79,,,273.58,388.27,,,,,,102.0,,,,,,,,,,
LRNm,"Lateral reticular nucleus, magnocellular part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Lateral reticular nucleus,"Lateral reticular nucleus, magnocellular part",,,,,200.9,,,,90.77,,,,,,,,639.96,,,,,117.1,,,,0.0,,,,,,96.12,,,,,,,,,,
LRNp,"Lateral reticular nucleus, parvicellular part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Lateral reticular nucleus,"Lateral reticular nucleus, parvicellular part",,,,,59.71,,,,51.17,,,,,0.0,,,527.69,,,,,156.74,,,161.25,636.95,,,,,,89.08,0.0,,,,,,,,,
MARN,Magnocellular reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Magnocellular reticular nucleus,,,,53.1,14.11,89.28,114.8,15.84,26.53,59.81,88.72,,59.75,16.94,119.98,30.63,93.69,178.1,64.32,48.74,109.28,107.66,61.0,33.11,76.51,64.14,172.38,107.14,399.53,53.54,94.6,25.57,78.06,43.48,71.26,89.88,62.39,50.57,0.0,4.96,2.58,114.27,68.85
MDRNd,"Medullary reticular nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Medullary reticular nucleus,"Medullary reticular nucleus, dorsal part",,,,,,,,,,,,,,,,,,,,,,90.88,,,,,,,,,,,,,,,,,,,,
MDRNv,"Medullary reticular nucleus, ventral part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Medullary reticular nucleus,"Medullary reticular nucleus, ventral part",,,,,,,,,,,,,,,,,499.61,,,,,120.12,,,,,,,,,,,,,,,,,,,,
PARN,Parvicellular reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Parvicellular reticular nucleus,,,,15.0,19.82,96.89,228.71,2.28,34.19,64.67,155.56,117.37,87.0,59.67,172.17,37.49,87.52,293.95,63.21,70.55,21.21,114.41,135.89,34.11,88.61,150.77,71.56,23.0,121.45,56.65,218.22,50.89,134.7,78.55,100.78,24.49,43.78,42.19,6.45,1.9,7.74,53.08,31.55
PAS,Parasolitary nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Parasolitary nucleus,,,,,,,,,,,,,,,,,,,,,,,61.44,,,,,,,,,,,,,,,,,,,,
PGRNd,"Paragigantocellular reticular nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Paragigantocellular reticular nucleus,"Paragigantocellular reticular nucleus, dorsal part",,,2.69,7.16,45.94,82.85,,,42.06,97.55,,49.06,,54.92,25.08,46.31,117.09,76.02,,84.31,45.39,40.91,14.96,44.79,73.22,67.61,15.53,,38.5,130.9,,90.51,30.85,34.17,6.47,17.73,15.3,9.07,6.6,0.0,35.06,0.0
PGRNl,"Paragigantocellular reticular nucleus, lateral part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Paragigantocellular reticular nucleus,"Paragigantocellular reticular nucleus, lateral part",,,40.19,6.87,55.91,50.61,0.0,0.0,65.02,151.91,,41.08,0.0,42.73,25.44,79.0,204.6,25.6,,83.26,25.48,56.5,65.99,164.97,84.97,236.85,57.51,,120.63,268.55,41.87,111.74,96.85,90.79,77.89,35.0,125.27,0.0,1.97,0.0,171.62,
NR,Nucleus of Roller,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Perihypoglossal nuclei,Nucleus of Roller,,,,,,,,,,,,,,,,,75.78,,,,,101.19,,,,,,,,,,,,,,,,,,,,
PRP,Nucleus prepositus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Perihypoglossal nuclei,Nucleus prepositus,,,7.2,0.0,11.95,45.49,,,10.34,46.65,,71.08,,211.35,41.29,50.06,164.31,47.75,,64.5,127.78,53.25,39.89,26.08,91.63,64.69,5.09,,19.0,133.76,,128.33,31.97,130.97,29.89,6.48,30.95,24.9,10.5,0.0,21.65,15.84
PPY,Parapyramidal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Parapyramidal nucleus,,,,3.95,2.56,59.79,55.25,24.86,15.57,40.98,115.7,,74.85,21.56,53.95,25.44,70.06,132.97,66.54,35.67,305.43,15.12,11.9,80.58,126.36,47.62,155.26,139.41,110.33,39.21,110.58,44.2,74.99,57.58,53.2,91.12,3.7,99.43,0.0,3.72,3.07,296.41,62.18
