Acronym,Brain Region,Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,mouse_id,density
SBPV,Subparaventricular zone,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Subparaventricular zone,,,,4707,622.98
SCH,Suprachiasmatic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Suprachiasmatic nucleus,,,,4707,1101.78
SFO,Subfornical organ,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Subfornical organ,,,,4707,56.18
VMPO,Ventromedial preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Ventromedial preoptic nucleus,,,,4707,384.22
VLPO,Ventrolateral preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Periventricular region,Ventrolateral preoptic nucleus,,,,4707,343.68
AHN,Anterior hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Anterior hypothalamic nucleus,,,,4707,406.46
LM,Lateral mammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Lateral mammillary nucleus,,,4707,230.34
MMme,"Medial mammillary nucleus, median part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, median part",,4707,355.57
MMl,"Medial mammillary nucleus, lateral part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, lateral part",,4707,193.97
MMm,"Medial mammillary nucleus, medial part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, medial part",,4707,317.68
MMp,"Medial mammillary nucleus, posterior part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, posterior part",,4707,281.88
MMd,"Medial mammillary nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Medial mammillary nucleus,"Medial mammillary nucleus, dorsal part",,4707,287.46
SUM,Supramammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Supramammillary nucleus,,,4707,392.19
TMd,"Tuberomammillary nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Tuberomammillary nucleus,"Tuberomammillary nucleus, dorsal part",,4707,607.16
TMv,"Tuberomammillary nucleus, ventral part",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Mammillary body,Tuberomammillary nucleus,"Tuberomammillary nucleus, ventral part",,4707,243.61
MPN,Medial preoptic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Medial preoptic nucleus,,,,4707,272.04
PMd,Dorsal premammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Dorsal premammillary nucleus,,,,4707,279.53
PMv,Ventral premammillary nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Ventral premammillary nucleus,,,,4707,272.55
PVHd,"Paraventricular hypothalamic nucleus, descending division",root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,"Paraventricular hypothalamic nucleus, descending division",,,,4707,500.31
VMH,Ventromedial hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Ventromedial hypothalamic nucleus,,,,4707,134.32
PH,Posterior hypothalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic medial zone,Posterior hypothalamic nucleus,,,,4707,436.85
LHA,Lateral hypothalamic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Lateral hypothalamic area,,,,4707,236.5
LPO,Lateral preoptic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Lateral preoptic area,,,,4707,283.99
PST,Preparasubthalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Preparasubthalamic nucleus,,,,4707,277.23
PSTN,Parasubthalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Parasubthalamic nucleus,,,,4707,316.02
PeF,Perifornical nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Perifornical nucleus,,,,4707,272.28
RCH,Retrochiasmatic area,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Retrochiasmatic area,,,,4707,86.05
STN,Subthalamic nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Subthalamic nucleus,,,,4707,132.07
TU,Tuberal nucleus,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Tuberal nucleus,,,,4707,131.71
FF,Fields of Forel,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Hypothalamic lateral zone,Zona incerta,Fields of Forel,,,4707,228.86
ME,Median eminence,root,Basic cell groups and regions,Brain stem,Interbrain,Hypothalamus,Median eminence,,,,,4707,148.07
SCop,"Superior colliculus, optic layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related","Superior colliculus, sensory related","Superior colliculus, optic layer",,,,4707,384.88
SCsg,"Superior colliculus, superficial gray layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related","Superior colliculus, sensory related","Superior colliculus, superficial gray layer",,,,4707,343.63
SCzo,"Superior colliculus, zonal layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related","Superior colliculus, sensory related","Superior colliculus, zonal layer",,,,4707,268.02
ICc,"Inferior colliculus, central nucleus",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Inferior colliculus,"Inferior colliculus, central nucleus",,,,4707,489.27
ICd,"Inferior colliculus, dorsal nucleus",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Inferior colliculus,"Inferior colliculus, dorsal nucleus",,,,4707,451.26
ICe,"Inferior colliculus, external nucleus",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Inferior colliculus,"Inferior colliculus, external nucleus",,,,4707,405.72
NB,Nucleus of the brachium of the inferior colliculus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Nucleus of the brachium of the inferior colliculus,,,,,4707,80.86
SAG,Nucleus sagulum,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Nucleus sagulum,,,,,4707,40.03
PBG,Parabigeminal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Parabigeminal nucleus,,,,,4707,29.36
MEV,Midbrain trigeminal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Midbrain trigeminal nucleus,,,,,4707,290.5
SCO,Subcommissural organ,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, sensory related",Subcommissural organ,,,,,4707,166.65
SNr,"Substantia nigra, reticular part",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Substantia nigra, reticular part",,,,,4707,38.78
VTA,Ventral tegmental area,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Ventral tegmental area,,,,,4707,175.05
PN,Paranigral nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Paranigral nucleus,,,,,4707,46.67
RR,"Midbrain reticular nucleus, retrorubral area",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Midbrain reticular nucleus, retrorubral area",,,,,4707,108.37
MRN,Midbrain reticular nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Midbrain reticular nucleus,,,,,4707,251.63
SCdg,"Superior colliculus, motor related, deep gray layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Superior colliculus, motor related","Superior colliculus, motor related, deep gray layer",,,,4707,353.42
SCdw,"Superior colliculus, motor related, deep white layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Superior colliculus, motor related","Superior colliculus, motor related, deep white layer",,,,4707,296.95
SCiw,"Superior colliculus, motor related, intermediate white layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Superior colliculus, motor related","Superior colliculus, motor related, intermediate white layer",,,,4707,444.7
SCig,"Superior colliculus, motor related, intermediate gray layer",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related","Superior colliculus, motor related","Superior colliculus, motor related, intermediate gray layer",,,,4707,384.47
PRC,Precommissural nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Periaqueductal gray,Precommissural nucleus,,,,4707,135.81
INC,Interstitial nucleus of Cajal,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Periaqueductal gray,Interstitial nucleus of Cajal,,,,4707,590.63
ND,Nucleus of Darkschewitsch,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Periaqueductal gray,Nucleus of Darkschewitsch,,,,4707,370.53
Su3,Supraoculomotor periaqueductal gray,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Periaqueductal gray,Supraoculomotor periaqueductal gray,,,,4707,585.62
APN,Anterior pretectal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Anterior pretectal nucleus,,,,4707,155.03
MPT,Medial pretectal area,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Medial pretectal area,,,,4707,51.79
NOT,Nucleus of the optic tract,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Nucleus of the optic tract,,,,4707,29.01
NPC,Nucleus of the posterior commissure,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Nucleus of the posterior commissure,,,,4707,363.02
OP,Olivary pretectal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Olivary pretectal nucleus,,,,4707,6.85
PPT,Posterior pretectal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Posterior pretectal nucleus,,,,4707,26.42
RPF,Retroparafascicular nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Pretectal region,Retroparafascicular nucleus,,,,4707,388.08
CUN,Cuneiform nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Cuneiform nucleus,,,,,4707,97.58
RN,Red nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Red nucleus,,,,,4707,194.22
III,Oculomotor nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Oculomotor nucleus,,,,,4707,178.45
MA3,Medial accesory oculomotor nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Medial accesory oculomotor nucleus,,,,,4707,239.99
EW,Edinger-Westphal nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Edinger-Westphal nucleus,,,,,4707,314.14
IV,Trochlear nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Trochlear nucleus,,,,,4707,170.89
Pa4,Paratrochlear nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Paratrochlear nucleus,,,,,4707,92.87
VTN,Ventral tegmental nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Ventral tegmental nucleus,,,,,4707,276.08
AT,Anterior tegmental nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Anterior tegmental nucleus,,,,,4707,233.65
LT,Lateral terminal nucleus of the accessory optic tract,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Lateral terminal nucleus of the accessory optic tract,,,,,4707,433.07
DT,Dorsal terminal nucleus of the accessory optic tract,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Dorsal terminal nucleus of the accessory optic tract,,,,,4707,26.53
MT,Medial terminal nucleus of the accessory optic tract,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, motor related",Medial terminal nucleus of the accessory optic tract,,,,,4707,89.1
SNc,"Substantia nigra, compact part",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related","Substantia nigra, compact part",,,,,4707,90.26
PPN,Pedunculopontine nucleus,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Pedunculopontine nucleus,,,,,4707,187.1
IF,Interfascicular nucleus raphe,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interfascicular nucleus raphe,,,,4707,294.69
IPR,"Interpeduncular nucleus, rostral",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, rostral",,,4707,239.12
IPC,"Interpeduncular nucleus, caudal",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, caudal",,,4707,720.86
IPA,"Interpeduncular nucleus, apical",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, apical",,,4707,259.04
IPL,"Interpeduncular nucleus, lateral",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, lateral",,,4707,800.72
IPI,"Interpeduncular nucleus, intermediate",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, intermediate",,,4707,844.64
IPDM,"Interpeduncular nucleus, dorsomedial",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, dorsomedial",,,4707,163.38
IPDL,"Interpeduncular nucleus, dorsolateral",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, dorsolateral",,,4707,93.83
IPRL,"Interpeduncular nucleus, rostrolateral",root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Interpeduncular nucleus,"Interpeduncular nucleus, rostrolateral",,,4707,269.12
RL,Rostral linear nucleus raphe,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Rostral linear nucleus raphe,,,,4707,296.68
